"TCP" "NDN"
30.1016 36.2464
24.3791 22.923
47.9283 39.6429
49.3314 34.1739
55.9546 39.061
29.0615 18.4742
35.4983 38.2656
53.7951 28.6226
29.8917 37.8642
86.8572 61.4169
71.9404 54.8949
32.1554 35.5952
87.9162 69.2532
73.0511 66.8777
34.6275 47.6374
38.235 38.7899
38.3372 39.3112
53.2349 29.5839
40.5042 44.8672
40.277 43.3883
30.3262 41.2091
23.3986 27.6078
28.9235 16.7295
34.3998 26.7657
44.6491 49.2019
32.4203 45.3814
56.0109 47.3734
33.8306 31.3549
52.7011 41.472
19.5133 34.7269
65.0442 43.233
30.8751 32.2503
33.596 29.5922
43.0933 40.2534
21.4363 15.9874
68.7744 43.3935
27.8757 44.9943
39.4601 42.5866
64.0832 43.1101
32.3675 33.5484
69.3221 48.7119
82.5435 58.4198
37.4955 49.3437
34.8761 44.5502
28.469 28.984
35.4625 51.2583
34.2732 34.3008
38.1191 47.7822
56.6675 56.4106
60.1453 28.5503
54.514 56.3323
49.5294 47.0717
38.1008 41.3331
44.7693 42.5813
40.909 28.9978
21.5195 41.2805
75.0738 59.5888
48.619 39.8144
69.1324 62.2869
45.3658 60.9777
19.4512 20.0928
30.0723 18.9756
31.4191 61.5372
51.8675 67.5542
42.179 39.4727
24.8333 20.2191
23.3594 20.3596
43.6156 67.0206
74.9623 67.5652
67.8676 31.7948
46.6904 41.0373
20.9108 28.5277
37.4163 38.5597
39.6346 29.8058
41.3187 37.9861
19.5942 27.3015
39.2307 43.2064
66.0585 59.4541
24.2633 28.1022
33.3046 34.001
19.2253 20.5561
36.4085 35.3752
35.0051 36.5029
45.6197 42.1577
34.6105 43.0591
66.5163 38.5356
29.3455 30.5124
33.3333 34.5388
58.486 46.4672
75.1911 51.1278
74.9382 47.459
58.2684 48.5246
55.2951 30.0787
36.8425 35.2354
55.585 36.1145
50.4386 31.8253
37.0321 23.2127
51.5463 37.4691
27.9535 33.1941
34.5547 46.5522
49.7099 41.0706
86.6082 62.7208
71.4294 48.1379
66.8108 39.8084
46.1038 43.8203
63.2913 30.5952
25.9306 34.3177
62.2303 50.6797
39.0884 30.9455
35.0982 46.927
62.488 25.2358
33.0951 34.5177
106.578 63.0335
107.189 66.7037
45.794 49.744
49.3702 20.6695
25.1036 26.974
73.8794 7.58578
20.627 23.4895
49.014 50.6715
51.2762 57.0743
48.5805 50.322
27.8449 16.7268
40.0412 42.1314
76.7212 50.3602
21.4881 25.2024
29.6463 35.7228
26.8148 34.4519
29.7497 33.8223
31.6411 51.8145
63.8106 49.9319
41.8537 54.6572
47.7948 40.6329
26.0766 51.7077
69.7178 51.474
56.2358 47.041
20.7526 23.6233
28.553 29.8192
32.783 31.5456
37.3919 47.9879
39.5994 50.265
23.015 30.1555
54.6724 36.0466
43.6547 24.8139
40.9003 47.0341
37.3263 54.1656
65.1732 44.8834
18.3333 19.5388
29.4934 33.5922
61.6476 36.2257
28.6612 33.6733
26.2913 38.3487
29.965 35.01
75.4603 54.4194
64.101 54.4172
51.7653 42.2112
23.7958 29.8449
38.5782 27.4678
34.0799 45.6278
22.8703 18.8321
20.9174 11.1541
62.43 43.5755
31.694 31.4396
41.7962 35.7659
26.8293 27.1115
58.5664 29.4228
22.443 26.5099
40.0854 39.0826
36.6219 44.2981
37.2815 38.18
65.0735 40.485
64.13 56.0518
30.7805 41.1354
75.1579 51.9146
53.6952 39.6011
37.2938 38.964
26.6283 30.054
66.9833 22.3414
27.3727 30.1108
33.3262 38.4591
19.6269 28.3687
28.7877 40.0515
45.4881 41.2482
32.487 40.2257
25.5146 43.9861
51.8517 54.5327
36.3205 48.4124
43.9176 52.9994
22.7298 26.9573
42.5538 42.6515
35.3103 17.8833
47.9206 53.4637
56.5383 51.7626
29.1878 35.4141
74.2583 51.1931
73.556 58.6541
32.6761 35.5974
19.3818 21.6017
21.7377 27.7818
51.1825 29.6191
23.7604 33.6847
26.3533 27.2977
42.4151 54.1934
87.3944 57.2947
59.4476 45.4112
92.1255 58.5673
20.9299 27.7889
47.9309 47.7058
48.6722 40.0454
24.4457 28.0782
56.5667 42.262
41.6086 43.4089
29.6819 40.9697
81.7292 55.8232
39.1491 45.5881
50.8592 32.5917
62.4715 37.5946
22.5975 17.3615
55.95 39.4363
28.1795 37.8539
37.4393 32.9409
20.1105 22.489
47.0453 47.6635
34.4136 32.2989
49.455 40.3365
41.9199 33.1365
35.6604 40.6515
57.0665 40.4203
31.3253 30.059
46.4629 42.3668
51.3061 61.0505
43.4575 30.8904
19.1717 20.7511
29.8911 36.7794
29.1555 43.9235
29.507 31.825
40.7087 46.9338
30.4232 23.5663
22.1461 28.9293
32.135 15.6788
28.4388 35.7404
24.8592 27.2924
44.1079 60.3587
60.6082 65.3067
27.5585 37.7794
25.742 43.3825
21.3428 16.3172
32.9108 45.3416
24.0124 47.8656
26.3675 27.5484
55.0772 37.4656
34.5804 41.8839
18.4163 19.5597
30.8134 46.9361
54.3304 41.1505
48.2586 55.931
51.8808 39.0097
42.7279 42.5877
20.3721 25.162
39.0853 40.0123
34.4297 37.8053
25.2141 25.2703
30.9927 36.4784
27.755 41.178
26.271 26.8138
37.7197 30.2317
47.1173 53.3805
27.3488 28.5414
21.4369 25.6259
45.774 46.5061
34.7936 56.2126
58.5006 48.247
64.5442 54.2714
44.1664 47.226
38.5671 32.4305
31.3275 34.2093
31.1213 23.4525
24.0218 30.1697
35.3671 36.5482
30.1691 25.099
33.5468 38.8853
42.0426 33.266
34.7599 37.36
31.6851 26.5675
34.9555 33.6209
31.1254 34.0711
36.596 35.04
56.5516 51.141
31.4136 34.2191
34.6139 38.4196
20.6447 23.4398
23.0575 14.8005
39.0708 52.4246
52.4005 54.723
32.4479 37.5318
34.1814 30.4053
60.3544 43.3551
41.7222 33.3699
37.2696 26.1539
46.1219 45.8539
35.1902 38.2261
56.8772 35.7636
32.917 51.6069
51.2764 28.6191
65.3514 41.4937
21.4143 25.6415
29.7612 37.196
39.4689 26.8692
52.4192 40.5955
44.0732 28.4631
45.8644 34.6402
64.5766 41.1977
57.4543 27.3978
41.2866 27.2734
38.5827 34.6055
34.5403 23.1771
58.9975 23.6336
35.3956 43.5733
44.4858 38.6531
23.0226 39.7565
36.501 33.1254
38.892 43.2537
35.4056 40.3249
43.8311 50.8475
32.6566 46.6752
34.0644 41.6914
24.6574 36.5551
24.567 30.4858
37.5701 15.7134
54.2426 34.8557
45.0157 36.7742
34.0836 38.7213
41.1569 49.389
29.4375 39.528
52.1638 40.6093
27.401 30.3715
51.0621 45.5752
48.9246 40.3584
26.771 22.4218
32.3079 36.9813
44.6793 25.713
44.8546 39.1979
46.4691 39.7849
38.6866 33.7765
44.0808 27.2015
54.4438 33.2493
82.6575 27.6696
60.0047 64.5891
43.0851 27.4431
70.5077 43.5949
25.3084 15.6321
88.8671 74.1694
47.9663 30.5229
84.9866 53.6761
51.3809 39.5294
67.3015 65.5038
66.9464 63.9399
51.3052 29.4421
33.6051 34.8815
24.4198 14.6386
30.7812 27.6794
21.6868 38.0919
87.7792 42.0021
35.9601 27.7297
38.9634 40.1919
43.212 25.3964
93.0329 52.7506
29.4591 39.4307
32.0958 20.4894
34.0712 37.3308
48.8845 40.6549
43.4669 12.8568
71.1459 37.9938
63.0928 46.5461
27.9201 47.0623
32.1931 37.8617
40.7858 37.2396
18.5138 21.555
39.0648 35.272
57.489 41.8104
25.6304 30.2397
31.4672 32.5648
69.938 46.5327
39.7178 43.3607
24.4615 30.238
37.8544 41.5172
32.9727 40.1572
41.2917 19.3842
53.3337 24.1325
59.151 39.1107
29.6489 43.3998
69.5036 41.4356
66.4779 45.6419
36.9245 38.9609
63.6716 38.4975
43.4828 44.0054
44.8559 42.0555
18.8794 18.5097
34.8334 29.2667
31.2013 38.9004
41.7049 43.1199
47.9136 42.893
35.6302 20.8599
27.0114 22.8565
19.6362 17.5939
50.208 46.7346
42.4115 37.0486
27.3606 38.424
55.702 24.5459
32.9108 36.2549
35.7005 39.6849
37.3981 24.285
38.5477 33.8158
40.4167 34.1178
63.4051 36.1699
50.2306 41.9777
59.0049 46.1868
45.774 42.5538
48.7351 38.5095
33.5623 47.7573
38.6293 47.9504
33.3845 43.5456
38.7553 30.2267
41.3772 51.2401
31.5391 31.9428
29.7576 40.9084
25.7774 31.1726
18.3985 24.9329
34.2188 45.0052
45.2263 36.7796
37.5007 43.7806
19.4476 24.5153
26.8947 32.7352
61.9767 43.2015
47.8148 35.1922
27.9701 17.9459
39.8492 49.1064
34.339 16.9216
39.46 45.2474
36.4706 28.8087
31.5505 33.1488
29.3689 30.3081
57.1715 47.0133
35.6824 45.0447
34.3969 37.7764
56.8961 46.1841
33.2543 45.357
47.8985 41.3497
23.447 37.6961
34.3547 43.1499
45.9759 41.697
28.9896 41.3952
64.97 40.1402
34.1725 31.9322
43.4083 40.998
78.4112 38.5768
22.1063 25.4794
23.8998 33.474
23.2341 25.0157
45.3522 46.0492
34.2853 36.2666
59.4398 39.3666
28.5246 33.2293
48.7082 55.4058
41.4385 46.8872
40.6194 50.5179
27.429 25.5654
35.1724 49.1854
36.2622 38.9987
20.8501 31.6175
49.626 30.897
48.1569 25.3175
48.1844 46.0865
43.6175 41.4519
34.6467 46.9791
80.3037 41.8311
73.6339 39.528
47.7033 43.0412
33.7418 27.5839
23.8679 24.0042
55.1632 39.7119
32.7043 29.1869
40.2088 37.8321
24.8984 23.3807
28.792 32.2219
56.3989 37.7801
20.4193 23.9174
25.4078 32.2681
49.8115 42.7445
25.1244 25.6496
37.514 45.1756
20.5599 23.9529
27.3321 27.9684
40.7952 45.1009
24.8651 29.372
42.2304 36.0879
40.5879 38.439
39.1384 47.3969
19.8478 13.7627
44.66 41.6166
40.6531 33.5496
40.8223 32.3471
86.1594 57.5372
26.6942 59.538
57.3024 21.8936
19.5997 32.3011
28.9286 38.8689
75.2468 57.8027
74.3864 56.3489
55.6726 58.1826
77.8547 33.3243
35.0346 38.9079
93.5384 56.5432
30.697 32.7175
72.4493 33.2359
30.5142 35.7433
42.8327 29.8949
35.846 27.8187
27.3814 33.7027
39.1456 53.3188
36.3716 30.2004
23.6545 27.358
19.4056 23.2844
54.3356 43.9941
61.0712 58.0657
21.4965 21.9294
51.3191 28.5063
34.4721 34.9844
18.5723 29.7593
33.764 17.5246
35.8743 49.2808
37.7037 44.2354
21.6371 25.4573
62.3097 55.2049
31.2012 32.6019
68.1465 57.1569
36.1894 48.2748
46.6409 41.8495
55.3511 60.1881
34.3818 38.7312
44.2719 39.7867
57.2021 61.2624
28.0222 33.4019
42.9439 57.8428
43.8226 42.3661
53.1721 60.2409
50.5252 46.487
34.8816 44.2528
26.3484 51.2081
36.9587 41.9424
29.178 44.2294
56.0334 46.5234
18.5692 11.0275
61.324 31.5651
38.0574 37.5539
24.9891 41.8914
21.3269 22.5377
34.5838 52.691
37.3263 38.5376
20.9409 26.5653
25.4429 28.0055
69.6508 47.0918
75.0512 28.2166
37.0101 47.9674
51.6939 51.2365
39.1738 51.6905
28.3345 46.9925
36.9345 26.9715
18.3248 19.5374
36.108 29.4685
31.4078 42.746
56.9837 34.7008
42.1897 43.6172
25.8353 25.9195
33.6945 36.6721
34.3981 30.2799
41.8749 30.3582
22.0631 19.9503
